                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                 1.2352,                  1.257,                 1.6851,                 0.8132,                 0.6002,                0.66428,                0.45809,                 1.1572,                0.92802,                 1.5321,             0.00035832,             0.00035832,             0.00035832
                    142,                 1.2408,                 1.3051,                 1.7064,                0.74497,                 0.6313,                0.66557,                0.45422,                 1.1449,                0.94578,                  1.513,             0.00035813,             0.00035813,             0.00035813
                    143,                 1.2327,                 1.2359,                 1.6753,                0.78769,                0.63944,                 0.6693,                0.46706,                 1.0997,                0.95149,                 1.4982,             0.00035794,             0.00035794,             0.00035794
                    144,                  1.202,                 1.2216,                 1.6773,                0.77034,                0.62378,                0.66962,                0.40586,                 1.3308,                 1.0032,                 1.6527,             0.00035775,             0.00035775,             0.00035775
                    145,                 1.2348,                 1.2877,                 1.7055,                 0.8562,                0.61603,                0.67813,                0.45951,                 1.1344,                0.93762,                 1.5185,             0.00035756,             0.00035756,             0.00035756
                    146,                 1.2274,                 1.2463,                 1.6797,                0.85856,                0.59803,                0.67121,                0.47269,                 1.0831,                0.92719,                 1.4984,             0.00035737,             0.00035737,             0.00035737
                    147,                  1.186,                 1.1923,                  1.647,                 0.8499,                0.60616,                0.68226,                0.47534,                 1.1103,                 0.9588,                 1.5119,             0.00035718,             0.00035718,             0.00035718
                    148,                 1.2942,                 1.3332,                 1.7392,                0.81642,                0.61434,                0.65134,                0.43668,                 1.1724,                 1.0014,                 1.5453,             0.00035699,             0.00035699,             0.00035699
                    149,                 1.2204,                 1.2596,                 1.7057,                0.75979,                 0.6367,                0.66066,                0.42556,                 1.2513,                0.97423,                 1.5791,             0.00035679,             0.00035679,             0.00035679
                    150,                 1.1905,                 1.1572,                 1.6649,                0.79741,                0.62331,                0.67297,                0.47156,                 1.1293,                 0.9413,                 1.5124,              0.0003566,              0.0003566,              0.0003566
                    151,                 1.2281,                 1.2408,                 1.6578,                0.79088,                0.62233,                0.67654,                0.45942,                 1.1901,                0.95202,                 1.5387,             0.00035641,             0.00035641,             0.00035641
                    152,                 1.2271,                 1.2623,                 1.6589,                0.79538,                0.61315,                0.67684,                0.47471,                 1.1009,                0.92674,                 1.4787,             0.00035622,             0.00035622,             0.00035622
                    153,                 1.2166,                 1.2352,                 1.6655,                0.80545,                0.61555,                0.67557,                0.46725,                 1.1019,                0.92636,                 1.4937,             0.00035603,             0.00035603,             0.00035603
                    154,                  1.183,                 1.1894,                 1.6523,                0.86995,                0.64411,                0.68944,                0.46394,                  1.155,                0.91598,                 1.5243,             0.00035584,             0.00035584,             0.00035584
                    155,                 1.1959,                 1.1796,                 1.6354,                0.80743,                0.62982,                0.68869,                0.47655,                 1.1069,                0.92665,                  1.502,             0.00035565,             0.00035565,             0.00035565
                    156,                 1.2163,                 1.2399,                  1.673,                0.84691,                0.62079,                 0.6838,                0.47996,                 1.0705,                 0.9086,                 1.4671,             0.00035546,             0.00035546,             0.00035546
                    157,                 1.2002,                 1.2178,                 1.6814,                0.85977,                0.62736,                0.70038,                0.47497,                 1.1373,                0.92328,                 1.5143,             0.00035527,             0.00035527,             0.00035527
                    158,                 1.1863,                 1.1595,                 1.6572,                0.85052,                0.64004,                0.68423,                0.45513,                 1.2259,                0.90612,                 1.5784,             0.00035508,             0.00035508,             0.00035508
                    159,                 1.2234,                  1.189,                 1.6609,                0.85537,                0.64716,                0.67466,                0.47237,                 1.1081,                0.89141,                 1.5125,             0.00035489,             0.00035489,             0.00035489
                    160,                 1.2299,                 1.2467,                 1.6823,                0.86399,                0.63761,                0.68962,                0.48935,                 1.0679,                0.88463,                  1.479,              0.0003547,              0.0003547,              0.0003547
                    161,                 1.1952,                 1.1533,                 1.6266,                0.87344,                0.63589,                0.69258,                 0.4899,                 1.0935,                0.88673,                 1.4963,             0.00035451,             0.00035451,             0.00035451
                    162,                 1.2195,                 1.1749,                 1.6645,                0.80146,                0.63398,                0.68542,                0.47096,                 1.1167,                0.91206,                 1.5073,             0.00035432,             0.00035432,             0.00035432
                    163,                 1.1733,                 1.1881,                 1.6369,                0.77535,                0.58294,                0.64825,                0.44444,                 1.1641,                0.99906,                 1.5341,             0.00035413,             0.00035413,             0.00035413
                    164,                 1.1672,                 1.1579,                 1.6142,                0.81443,                0.61819,                0.69347,                0.45999,                 1.1749,                0.90485,                 1.5154,             0.00035394,             0.00035394,             0.00035394
                    165,                 1.2302,                 1.2271,                 1.6937,                0.80401,                0.62617,                0.68153,                 0.4702,                 1.1134,                0.91771,                 1.4623,             0.00035375,             0.00035375,             0.00035375
                    166,                 1.1808,                 1.2026,                 1.6095,                 0.8121,                0.64078,                0.68342,                0.48084,                 1.0763,                0.90956,                 1.4777,             0.00035356,             0.00035356,             0.00035356
                    167,                  1.172,                 1.1716,                 1.6147,                0.70758,                0.65491,                0.68951,                0.47913,                 1.1063,                0.91826,                  1.524,             0.00035336,             0.00035336,             0.00035336
                    168,                 1.1647,                 1.1341,                 1.6198,                0.77434,                0.66368,                 0.7198,                0.50432,                 1.0944,                0.90725,                 1.4972,             0.00035317,             0.00035317,             0.00035317
                    169,                 1.2027,                 1.1887,                 1.6386,                0.78611,                0.68981,                0.69706,                 0.4957,                 1.0843,                0.89401,                 1.4924,             0.00035298,             0.00035298,             0.00035298
                    170,                 1.1423,                 1.0973,                 1.6039,                0.88407,                0.61816,                0.68065,                0.47787,                 1.0925,                0.89899,                 1.4841,             0.00035279,             0.00035279,             0.00035279
                    171,                 1.1762,                 1.1476,                 1.6557,                0.82062,                0.64305,                0.68176,                0.47559,                 1.0983,                0.89136,                 1.4866,              0.0003526,              0.0003526,              0.0003526
                    172,                 1.1613,                 1.1166,                 1.6263,                0.81939,                0.60908,                 0.6647,                0.45323,                 1.1546,                0.96288,                 1.5288,             0.00035241,             0.00035241,             0.00035241
                    173,                 1.1958,                 1.1019,                 1.6115,                0.82613,                0.63608,                 0.7004,                0.48777,                 1.0882,                0.88629,                 1.4891,             0.00035222,             0.00035222,             0.00035222
                    174,                 1.1477,                 1.1604,                 1.6279,                0.70707,                0.71464,                0.72793,                0.52101,                 1.0472,                0.87653,                 1.4569,             0.00035203,             0.00035203,             0.00035203
                    175,                 1.1975,                  1.167,                 1.6381,                0.86417,                0.61594,                0.69515,                0.49311,                  1.087,                0.89265,                 1.4754,             0.00035184,             0.00035184,             0.00035184
                    176,                 1.2156,                 1.2503,                 1.6663,                0.74846,                0.71131,                0.68353,                0.46819,                 1.1394,                0.94166,                 1.5206,             0.00035165,             0.00035165,             0.00035165
                    177,                 1.1994,                    1.2,                  1.652,                0.83068,                0.61075,                0.67906,                0.45926,                 1.1635,                0.97004,                 1.5484,             0.00035146,             0.00035146,             0.00035146
                    178,                 1.2064,                 1.2585,                 1.6578,                0.83968,                0.61606,                0.67075,                0.46528,                 1.0969,                0.94254,                 1.4985,             0.00035127,             0.00035127,             0.00035127
                    179,                  1.173,                 1.1654,                 1.6309,                0.84509,                0.62651,                0.68734,                0.46717,                 1.1128,                0.87741,                 1.4986,             0.00035108,             0.00035108,             0.00035108
                    180,                 1.2214,                 1.1781,                 1.6507,                0.84555,                 0.6402,                0.70016,                0.49524,                 1.0432,                0.86659,                 1.4358,             0.00035089,             0.00035089,             0.00035089
                    181,                 1.1702,                 1.1356,                 1.6271,                0.79898,                 0.6753,                0.68898,                0.48533,                 1.0782,                0.92235,                 1.4755,              0.0003507,              0.0003507,              0.0003507
                    182,                 1.1618,                 1.1688,                 1.6284,                 0.8118,                0.68976,                0.72615,                0.51476,                 1.0643,                0.87236,                 1.4495,             0.00035051,             0.00035051,             0.00035051
                    183,                 1.1431,                 1.1166,                 1.5882,                0.88355,                0.63017,                0.68657,                0.48624,                 1.0893,                0.84307,                 1.4642,             0.00035032,             0.00035032,             0.00035032
                    184,                 1.1331,                 1.0911,                  1.579,                0.83668,                0.62245,                0.68249,                0.48836,                 1.0641,                0.84603,                  1.453,             0.00035012,             0.00035012,             0.00035012
                    185,                 1.1565,                 1.0876,                 1.6134,                0.83584,                0.63672,                0.67985,                0.46103,                 1.1626,                0.88897,                 1.5109,             0.00034993,             0.00034993,             0.00034993
                    186,                 1.1768,                 1.1268,                 1.6226,                0.81771,                0.63311,                0.68437,                 0.4858,                 1.0455,                0.85476,                 1.4392,             0.00034974,             0.00034974,             0.00034974
                    187,                 1.1586,                 1.1274,                  1.613,                0.84849,                0.64474,                0.68496,                 0.4836,                 1.0531,                0.84097,                  1.435,             0.00034955,             0.00034955,             0.00034955
                    188,                 1.1439,                 1.1065,                 1.5776,                0.88909,                0.62642,                0.68429,                0.48623,                 1.0633,                0.83879,                 1.4562,             0.00034936,             0.00034936,             0.00034936
                    189,                 1.1676,                 1.2148,                 1.6348,                0.80875,                0.63748,                0.70956,                0.49453,                  1.133,                0.88296,                 1.4874,             0.00034917,             0.00034917,             0.00034917
                    190,                 1.1742,                 1.1202,                 1.6087,                0.88347,                0.62508,                0.74746,                0.52929,                 1.0816,                0.87044,                 1.5012,             0.00034898,             0.00034898,             0.00034898
                    191,                 1.1208,                 1.0841,                 1.5739,                0.87594,                0.64442,                0.74775,                0.52444,                 1.0766,                0.83622,                 1.4679,             0.00034879,             0.00034879,             0.00034879
                    192,                 1.1245,                 1.1194,                  1.595,                0.89147,                0.64341,                0.69431,                0.48098,                 1.0718,                0.81657,                 1.4623,              0.0003486,              0.0003486,              0.0003486
                    193,                 1.1583,                 1.0974,                 1.5918,                0.82865,                0.64897,                0.67432,                0.47163,                  1.068,                0.86021,                 1.4669,             0.00034841,             0.00034841,             0.00034841
                    194,                 1.1361,                  1.134,                 1.6026,                0.80947,                0.63739,                0.67639,                0.47726,                 1.0738,                0.87371,                 1.4634,             0.00034822,             0.00034822,             0.00034822
                    195,                 1.1436,                  1.114,                 1.5963,                 0.8048,                0.66296,                0.70305,                0.50351,                 1.0441,                0.81396,                 1.4423,             0.00034803,             0.00034803,             0.00034803
                    196,                 1.1759,                 1.1023,                 1.6193,                 0.8241,                0.64735,                0.73857,                0.52033,                 1.1012,                0.83159,                 1.4816,             0.00034784,             0.00034784,             0.00034784
                    197,                 1.1496,                   1.09,                 1.5744,                0.81085,                0.63703,                0.70309,                0.48248,                 1.1339,                0.86052,                 1.5064,             0.00034765,             0.00034765,             0.00034765
                    198,                 1.1198,                  1.074,                 1.5819,                 0.8865,                0.63453,                0.69748,                0.49147,                 1.0681,                0.83016,                 1.4495,             0.00034746,             0.00034746,             0.00034746
                    199,                 1.1389,                 1.0904,                 1.6028,                0.83187,                0.63337,                0.69226,                0.48977,                  1.038,                0.80621,                 1.4276,             0.00034727,             0.00034727,             0.00034727
                    200,                 1.1147,                 1.0766,                 1.5895,                  0.828,                0.65379,                0.70114,                 0.4994,                 1.0409,                0.79591,                 1.4318,             0.00034708,             0.00034708,             0.00034708
                    201,                 1.1312,                 1.0776,                 1.5795,                0.80667,                0.64863,                0.70492,                0.48727,                 1.0932,                 0.8401,                 1.4523,             0.00034689,             0.00034689,             0.00034689
                    202,                 1.1494,                  1.081,                 1.5803,                 0.7455,                0.71999,                0.74306,                0.52444,                 1.0691,                0.83674,                 1.4523,             0.00034669,             0.00034669,             0.00034669
                    203,                 1.1757,                 1.1762,                 1.6522,                0.81207,                0.71349,                0.72945,                0.51541,                 1.0822,                0.83149,                 1.4609,              0.0003465,              0.0003465,              0.0003465
                    204,                 1.1311,                 1.1024,                 1.5866,                0.81567,                0.63443,                0.68405,                 0.4836,                 1.0568,                0.84281,                 1.4573,             0.00034631,             0.00034631,             0.00034631
                    205,                 1.1301,                 1.0612,                 1.5897,                0.76654,                0.71343,                0.68511,                0.48381,                 1.0771,                0.85218,                 1.4667,             0.00034612,             0.00034612,             0.00034612
                    206,                 1.1171,                 1.0478,                 1.5568,                0.82435,                0.62775,                0.68844,                0.48247,                 1.0951,                0.85392,                 1.4662,             0.00034593,             0.00034593,             0.00034593
                    207,                 1.1436,                 1.0959,                 1.6016,                0.82136,                0.64176,                0.69334,                0.47267,                  1.161,                0.85131,                  1.494,             0.00034574,             0.00034574,             0.00034574
                    208,                 1.1236,                 1.0746,                 1.5832,                0.78085,                0.71362,                0.68846,                0.48929,                 1.0552,                  0.819,                 1.4481,             0.00034555,             0.00034555,             0.00034555
                    209,                 1.1638,                 1.1159,                 1.6177,                0.83441,                0.67729,                0.70491,                0.49729,                  1.072,                0.85487,                  1.467,             0.00034536,             0.00034536,             0.00034536
                    210,                 1.1443,                 1.0509,                 1.5988,                0.80989,                0.61926,                0.69486,                0.48846,                 1.0629,                0.88914,                 1.4616,             0.00034517,             0.00034517,             0.00034517
                    211,                 1.1656,                 1.0996,                 1.6115,                0.82739,                0.64415,                0.70361,                0.49836,                 1.0433,                0.80612,                 1.4414,             0.00034498,             0.00034498,             0.00034498
                    212,                 1.1715,                 1.1555,                 1.6236,                0.87335,                0.63502,                0.73508,                0.51265,                 1.0777,                0.83236,                  1.435,             0.00034479,             0.00034479,             0.00034479
                    213,                 1.1083,                 1.0314,                 1.5542,                0.87883,                 0.6429,                0.74426,                0.49484,                 1.1148,                0.82953,                 1.4715,              0.0003446,              0.0003446,              0.0003446
                    214,                 1.1537,                 1.1037,                  1.606,                0.87446,                0.63542,                0.68668,                0.47567,                 1.1204,                0.84353,                 1.4712,             0.00034441,             0.00034441,             0.00034441
                    215,                 1.1509,                 1.0972,                 1.6273,                0.83149,                0.70861,                0.69916,                0.49331,                 1.0623,                0.79712,                 1.4369,             0.00034422,             0.00034422,             0.00034422
                    216,                 1.1663,                 1.0806,                 1.6067,                0.80388,                0.67916,                0.68288,                0.48777,                 1.0572,                0.85324,                 1.4468,             0.00034403,             0.00034403,             0.00034403
                    217,                 1.1685,                 1.1169,                 1.5986,                0.81745,                0.64611,                0.70035,                0.50128,                  1.041,                0.80847,                  1.436,             0.00034384,             0.00034384,             0.00034384
                    218,                 1.0832,                 1.0175,                 1.5486,                 0.8612,                0.61227,                0.73106,                 0.5289,                 1.0419,                0.85327,                 1.4306,             0.00034365,             0.00034365,             0.00034365
                    219,                 1.1394,                 1.1171,                 1.5771,                0.88551,                0.63993,                0.73756,                0.51126,                 1.1204,                0.83314,                 1.4677,             0.00034345,             0.00034345,             0.00034345
                    220,                 1.1499,                 1.0432,                 1.5623,                0.85574,                0.64862,                0.73796,                0.52005,                 1.0559,                0.81745,                 1.4392,             0.00034326,             0.00034326,             0.00034326
                    221,                 1.1128,                 1.0532,                  1.572,                0.87841,                0.63238,                0.74735,                0.52723,                 1.0853,                 0.8099,                 1.4444,             0.00034307,             0.00034307,             0.00034307
                    222,                 1.1054,                 1.0536,                 1.5553,                0.79672,                 0.7047,                0.74042,                0.52613,                 1.0532,                0.82154,                 1.4425,             0.00034288,             0.00034288,             0.00034288
                    223,                 1.1234,                 1.0507,                 1.5931,                0.82366,                0.63249,                0.71528,                0.50833,                 1.0502,                0.78832,                 1.4375,             0.00034269,             0.00034269,             0.00034269
                    224,                 1.1105,                 1.0267,                 1.5703,                0.87809,                0.63233,                 0.6853,                0.48787,                 1.0231,                0.77172,                 1.4212,              0.0003425,              0.0003425,              0.0003425
                    225,                 1.1407,                 1.0514,                 1.5982,                0.89407,                0.63229,                0.69907,                0.48991,                 1.0778,                0.78543,                 1.4459,             0.00034231,             0.00034231,             0.00034231
                    226,                 1.1194,                 1.0579,                 1.5682,                0.88283,                 0.6455,                0.72679,                0.50972,                 1.0616,                0.78714,                 1.4375,             0.00034212,             0.00034212,             0.00034212
                    227,                 1.1277,                 1.0468,                 1.5748,                 0.7971,                0.58268,                0.66311,                 0.4394,                 1.1918,                0.91744,                 1.5342,             0.00034193,             0.00034193,             0.00034193
                    228,                 1.1366,                 1.0607,                 1.5888,                0.83415,                0.64111,                0.69868,                0.49694,                  1.047,                0.80489,                 1.4333,             0.00034174,             0.00034174,             0.00034174
                    229,                 1.1347,                 1.0547,                  1.577,                 0.8989,                0.63737,                0.71254,                0.49811,                 1.0407,                0.76622,                 1.4295,             0.00034155,             0.00034155,             0.00034155
                    230,                 1.1585,                 1.0604,                 1.5959,                0.84765,                0.64652,                0.71286,                0.50075,                 1.0535,                0.75853,                 1.4358,             0.00034136,             0.00034136,             0.00034136
                    231,                 1.0895,                0.98091,                 1.5223,                0.82833,                0.63917,                0.69798,                0.49937,                 1.0165,                 0.7924,                  1.427,             0.00034117,             0.00034117,             0.00034117
                    232,                 1.1073,                 1.0295,                 1.5786,                0.82055,                0.63533,                0.70214,                 0.4862,                 1.1191,                0.81509,                 1.4721,             0.00034098,             0.00034098,             0.00034098
                    233,                 1.1004,                 1.0391,                 1.5575,                0.78691,                0.69823,                0.69972,                 0.5022,                 1.0447,                0.79136,                 1.4159,             0.00034079,             0.00034079,             0.00034079
                    234,                 1.1012,                 1.0395,                 1.5482,                0.88785,                0.62346,                0.71284,                0.48931,                 1.1312,                0.82484,                 1.4689,              0.0003406,              0.0003406,              0.0003406
                    235,                  1.114,                  1.059,                 1.5694,                 0.8233,                0.63162,                0.70779,                0.47551,                 1.1761,                0.84036,                 1.5177,             0.00034041,             0.00034041,             0.00034041
                    236,                 1.1331,                 1.0592,                 1.5692,                0.81807,                0.65193,                 0.6865,                0.48384,                 1.0551,                0.79166,                 1.4416,             0.00034021,             0.00034021,             0.00034021
                    237,                 1.0725,                0.99709,                 1.5433,                0.81657,                 0.6493,                0.68146,                 0.4843,                  1.038,                0.79597,                 1.4286,             0.00034002,             0.00034002,             0.00034002
                    238,                 1.1034,                 1.0019,                 1.5419,                0.88259,                0.61906,                0.68828,                0.48394,                 1.0509,                  0.791,                 1.4223,             0.00033983,             0.00033983,             0.00033983
                    239,                 1.1015,                 1.0434,                 1.5477,                0.85703,                0.64603,                 0.7612,                0.52913,                  1.031,                0.79166,                 1.4285,             0.00033964,             0.00033964,             0.00033964
                    240,                 1.0803,                0.99374,                 1.5303,                0.76127,                 0.7132,                 0.7175,                 0.5036,                 1.0754,                0.83763,                 1.4501,             0.00033945,             0.00033945,             0.00033945
                    241,                  1.144,                 1.0401,                 1.5734,                0.85351,                0.69876,                0.73905,                0.50868,                 1.1588,                0.82598,                 1.4991,             0.00033926,             0.00033926,             0.00033926
                    242,                 1.1396,                 1.0007,                 1.5803,                 0.8135,                0.71588,                0.75113,                0.52274,                 1.0601,                0.78666,                 1.4397,             0.00033907,             0.00033907,             0.00033907
                    243,                 1.1424,                 1.0232,                 1.5782,                 0.8518,                0.71372,                0.72542,                0.49129,                  1.101,                0.78848,                  1.463,             0.00033888,             0.00033888,             0.00033888
                    244,                 1.1153,                 1.0057,                 1.5429,                  0.843,                0.69167,                0.71873,                0.50099,                 1.0926,                0.81285,                  1.451,             0.00033869,             0.00033869,             0.00033869
                    245,                 1.1041,                0.98075,                 1.5356,                0.82404,                 0.6985,                0.70403,                0.50405,                  1.019,                0.78407,                 1.4106,              0.0003385,              0.0003385,              0.0003385
                    246,                 1.0948,                 1.0054,                 1.5531,                0.83082,                0.67539,                0.70566,                0.48997,                 1.1256,                0.81971,                 1.4742,             0.00033831,             0.00033831,             0.00033831
                    247,                 1.0856,                 0.9982,                 1.5306,                0.85157,                0.66729,                0.70688,                0.47659,                 1.1958,                0.82564,                 1.5152,             0.00033812,             0.00033812,             0.00033812
                    248,                 1.0951,                 0.9856,                 1.5303,                0.87704,                0.64475,                0.72043,                0.51304,                 1.0361,                0.74568,                 1.4099,             0.00033793,             0.00033793,             0.00033793
                    249,                 1.0898,                0.99897,                 1.5324,                0.88595,                0.63307,                0.71486,                0.50955,                 1.0473,                0.75414,                 1.4148,             0.00033774,             0.00033774,             0.00033774
                    250,                 1.1303,                  1.013,                 1.5506,                0.84801,                0.69679,                0.77366,                0.54247,                 1.0935,                 0.7715,                  1.448,             0.00033755,             0.00033755,             0.00033755
                    251,                 1.0705,                0.97349,                 1.5385,                0.81383,                0.70868,                0.71997,                0.49549,                 1.1084,                0.77649,                 1.4787,             0.00033736,             0.00033736,             0.00033736
                    252,                 1.0718,                0.96504,                 1.5501,                0.78569,                0.70844,                0.73805,                0.52688,                 1.0307,                0.75257,                 1.4302,             0.00033717,             0.00033717,             0.00033717
                    253,                 1.1223,                0.99316,                 1.5496,                0.77153,                0.70845,                0.72475,                0.52001,                  1.037,                0.75547,                 1.4169,             0.00033698,             0.00033698,             0.00033698
                    254,                 1.0931,                 1.0127,                 1.5274,                0.74621,                0.71205,                0.70738,                0.49926,                 1.0549,                 0.7757,                 1.4255,             0.00033678,             0.00033678,             0.00033678
                    255,                 1.0695,                0.97055,                 1.5192,                0.76036,                0.70531,                0.79459,                0.55886,                 1.0615,                 0.7804,                 1.4222,             0.00033659,             0.00033659,             0.00033659
                    256,                 1.0971,                 0.9788,                 1.5315,                0.80844,                0.64642,                0.69545,                0.48923,                 1.0715,                0.77766,                 1.4333,              0.0003364,              0.0003364,              0.0003364
                    257,                 1.1028,                 0.9973,                 1.5277,                0.82836,                0.64499,                0.72429,                0.51597,                 1.0345,                0.74354,                 1.4171,             0.00033621,             0.00033621,             0.00033621
                    258,                  1.072,                0.98062,                 1.5308,                0.75231,                0.70942,                0.76679,                0.54393,                  1.052,                0.76186,                 1.4163,             0.00033602,             0.00033602,             0.00033602
                    259,                  1.076,                0.97848,                 1.5272,                0.82233,                0.70145,                0.71079,                0.51043,                 1.0196,                0.73736,                 1.4196,             0.00033583,             0.00033583,             0.00033583
                    260,                 1.1134,                 1.0284,                 1.5427,                0.80808,                0.70688,                0.69858,                0.50238,                 1.0289,                0.75489,                 1.4212,             0.00033564,             0.00033564,             0.00033564
                    261,                 1.0326,                0.94965,                 1.5194,                0.83244,                0.62788,                0.69626,                0.49612,                 1.0281,                0.75174,                 1.4175,             0.00033545,             0.00033545,             0.00033545
                    262,                  1.081,                0.96668,                  1.531,                0.82977,                0.65299,                0.70383,                0.50422,                   1.01,                 0.7523,                 1.4051,             0.00033526,             0.00033526,             0.00033526
                    263,                 1.0867,                0.99035,                 1.5677,                0.80768,                0.72857,                0.70499,                0.50775,                 1.0074,                0.72274,                 1.3997,             0.00033507,             0.00033507,             0.00033507
                    264,                 1.1126,                 1.0032,                 1.5399,                0.83422,                0.71335,                0.72755,                0.53169,                 1.0126,                0.74235,                 1.3981,             0.00033488,             0.00033488,             0.00033488
                    265,                 1.1128,                 1.0089,                 1.5461,                0.84493,                0.70116,                0.71391,                0.50992,                 1.0509,                0.76677,                 1.4188,             0.00033469,             0.00033469,             0.00033469
                    266,                 1.0971,                 1.0256,                 1.5724,                0.82623,                0.72338,                0.72121,                0.51176,                 1.0496,                0.75886,                 1.4218,              0.0003345,              0.0003345,              0.0003345
                    267,                  1.047,                0.93532,                 1.4886,                0.89209,                0.65773,                0.72057,                0.51124,                 1.0607,                0.73107,                 1.4228,             0.00033431,             0.00033431,             0.00033431
                    268,                 1.0442,                 0.9255,                 1.5275,                0.82278,                0.65327,                0.71747,                0.51369,                 1.0509,                0.73809,                 1.4265,             0.00033412,             0.00033412,             0.00033412
                    269,                 1.0884,                0.98704,                 1.5477,                0.82865,                0.70101,                0.75767,                0.54112,                   1.05,                0.76083,                 1.4414,             0.00033393,             0.00033393,             0.00033393
                    270,                 1.0667,                0.93644,                 1.5293,                0.82041,                0.70935,                0.76124,                0.54169,                 1.0562,                0.75892,                 1.4258,             0.00033374,             0.00033374,             0.00033374
                    271,                 1.0506,                0.95476,                 1.5174,                0.81768,                0.71096,                0.76536,                0.56192,                 1.0067,                0.73568,                 1.3944,             0.00033354,             0.00033354,             0.00033354
                    272,                 1.0422,                 0.9552,                 1.5075,                 0.8243,                0.65472,                0.69562,                0.49023,                 1.0687,                0.74633,                 1.4483,             0.00033335,             0.00033335,             0.00033335
                    273,                 1.0582,                0.97625,                 1.5194,                0.83127,                0.65153,                0.69305,                0.49415,                 1.0504,                0.74127,                 1.4222,             0.00033316,             0.00033316,             0.00033316
                    274,                 1.0943,                0.96041,                 1.5445,                0.81733,                 0.6496,                0.70156,                0.49637,                 1.0821,                0.76887,                 1.4483,             0.00033297,             0.00033297,             0.00033297
                    275,                 1.0361,                0.92741,                 1.5036,                 0.8295,                0.65517,                 0.7106,                0.50768,                 1.0388,                0.74567,                 1.4475,             0.00033278,             0.00033278,             0.00033278
                    276,                 1.0858,                0.97598,                 1.5276,                0.77953,                0.64999,                0.71734,                0.51313,                 1.0296,                0.72304,                 1.4152,             0.00033259,             0.00033259,             0.00033259
                    277,                 1.1011,                0.97535,                  1.537,                0.83018,                0.65614,                0.73061,                 0.5219,                 1.0267,                0.74101,                 1.4075,              0.0003324,              0.0003324,              0.0003324
                    278,                 1.0626,                0.94327,                  1.524,                0.81917,                0.65457,                0.69839,                0.48573,                 1.0758,                0.76101,                 1.4469,             0.00033221,             0.00033221,             0.00033221
                    279,                 1.0525,                0.97948,                 1.5281,                0.82682,                0.71011,                0.70982,                 0.4901,                 1.1128,                0.77574,                 1.4603,             0.00033202,             0.00033202,             0.00033202
                    280,                 1.0633,                0.94478,                 1.5357,                0.81938,                0.71965,                0.71547,                0.51443,                 1.0272,                0.75067,                 1.4102,             0.00033183,             0.00033183,             0.00033183
                    281,                 1.0481,                0.92435,                 1.5049,                0.82093,                0.71874,                  0.741,                0.52098,                   1.06,                0.75606,                 1.4247,             0.00033164,             0.00033164,             0.00033164
                    282,                 1.0456,                0.92077,                 1.4845,                0.81233,                0.66047,                0.72958,                 0.5191,                 1.0421,                 0.7227,                 1.4221,             0.00033145,             0.00033145,             0.00033145
                    283,                 1.0673,                0.94242,                 1.4958,                0.83932,                0.71676,                0.77273,                0.55009,                 1.0341,                0.71567,                 1.4143,             0.00033126,             0.00033126,             0.00033126
                    284,                 1.0907,                0.92091,                  1.515,                0.84578,                0.70987,                0.74871,                0.51965,                 1.0526,                0.70081,                 1.4358,             0.00033107,             0.00033107,             0.00033107
                    285,                 1.0564,                 0.9127,                 1.5062,                0.85395,                0.70633,                0.74818,                0.53114,                 1.0342,                0.70508,                 1.4075,             0.00033088,             0.00033088,             0.00033088
                    286,                 1.0887,                0.94025,                 1.5319,                0.84827,                0.68633,                0.77615,                0.53046,                 1.1257,                0.73909,                 1.4554,             0.00033069,             0.00033069,             0.00033069
                    287,                 1.0968,                0.95301,                 1.5132,                0.83493,                0.70912,                0.72677,                0.51176,                 1.0967,                0.72364,                 1.4696,              0.0003305,              0.0003305,              0.0003305
                    288,                  1.042,                0.92737,                  1.502,                0.83556,                0.70845,                0.72863,                0.51815,                 1.0361,                0.75057,                 1.4238,              0.0003303,              0.0003303,              0.0003303
                    289,                 1.0644,                0.90958,                 1.5017,                0.81739,                0.73081,                0.72179,                0.51186,                 1.0294,                0.71892,                 1.4242,             0.00033011,             0.00033011,             0.00033011
                    290,                 1.0611,                0.94265,                 1.5139,                0.85794,                0.71573,                0.74509,                0.53011,                 1.0424,                0.72859,                 1.4314,             0.00032992,             0.00032992,             0.00032992
                    291,                 1.0692,                0.96582,                  1.516,                0.83989,                0.71808,                0.76464,                 0.5466,                 1.0517,                0.72776,                 1.4142,             0.00032973,             0.00032973,             0.00032973
                    292,                 1.0949,                0.95967,                 1.5316,                0.72897,                0.78734,                 0.7712,                0.54224,                  1.067,                0.71551,                 1.4221,             0.00032954,             0.00032954,             0.00032954
                    293,                 1.0676,                0.94318,                 1.5357,                0.76017,                0.78603,                0.77717,                 0.5582,                 1.0883,                0.74578,                 1.4384,             0.00032935,             0.00032935,             0.00032935
                    294,                 1.0653,                0.94651,                 1.5164,                0.66168,                0.79414,                 0.7741,                0.53712,                 1.0581,                0.72704,                 1.4251,             0.00032916,             0.00032916,             0.00032916
